step,market,agent_type,agent_id,quantity,price
73,labor,seller,12,1,1
73,labor,seller,1,1,1
73,labor,seller,13,1,1
73,labor,seller,16,1,1
73,labor,seller,19,1,1
73,labor,seller,14,1,1
73,labor,seller,4,1,1
73,labor,seller,18,1,1
73,labor,seller,9,1,1
73,labor,seller,8,1,1
73,labor,seller,11,1,1
73,labor,seller,2,1,1
73,labor,seller,10,1,1
74,capital,seller,20,20,0.01
74,capital,seller,21,20,0.01
75,consumption,buyer,7,1,24.48
75,consumption,buyer,17,1,24.48
75,consumption,buyer,12,1,24.48
75,consumption,buyer,1,1,24.48
75,consumption,buyer,13,1,24.48
75,consumption,buyer,16,1,24.48
75,consumption,buyer,19,1,24.48
75,consumption,buyer,4,1,24.48
75,consumption,buyer,18,1,24.48
75,consumption,buyer,9,1,24.48
75,consumption,buyer,8,1,24.48
75,consumption,buyer,11,1,24.48
75,consumption,buyer,2,1,24.48
75,consumption,buyer,10,1,24.48
75,consumption,buyer,14,1,24.479999999999997
76,labor,seller,6,1,0
76,labor,seller,0,1,0
76,labor,seller,3,1,0
76,labor,seller,15,1,0
76,labor,seller,5,1,0
76,labor,seller,18,1,1
76,labor,seller,16,1,1
76,labor,seller,14,1,1
76,labor,seller,2,1,1
76,labor,seller,9,1,1
76,labor,seller,12,1,1
76,labor,seller,1,1,1
76,labor,seller,17,1,1
76,labor,seller,11,1,1
76,labor,seller,19,1,1
76,labor,seller,4,1,1
76,labor,seller,10,1,1
76,labor,seller,8,1,1
76,labor,seller,13,1,1
76,labor,seller,7,1,1
77,capital,seller,20,20,0.01
77,capital,seller,21,20,0.01
78,consumption,buyer,18,1,24.48
78,consumption,buyer,16,1,24.48
78,consumption,buyer,2,1,24.48
78,consumption,buyer,9,1,24.48
78,consumption,buyer,12,1,24.48
78,consumption,buyer,1,1,24.48
78,consumption,buyer,17,1,24.48
78,consumption,buyer,11,1,24.48
78,consumption,buyer,19,1,24.48
78,consumption,buyer,4,1,24.48
78,consumption,buyer,10,1,24.48
78,consumption,buyer,8,1,24.48
78,consumption,buyer,13,1,24.48
78,consumption,buyer,7,1,24.48
78,consumption,buyer,14,1,24.479999999999997
79,labor,seller,15,1,0
79,labor,seller,6,1,0
79,labor,seller,5,1,0
79,labor,seller,3,1,0
79,labor,seller,0,1,0
79,labor,seller,4,1,1
79,labor,seller,2,1,1
79,labor,seller,13,1,1
79,labor,seller,9,1,1
79,labor,seller,11,1,1
79,labor,seller,18,1,1
79,labor,seller,1,1,1
79,labor,seller,8,1,1
79,labor,seller,17,1,1
79,labor,seller,10,1,1
79,labor,seller,7,1,1
79,labor,seller,12,1,1
79,labor,seller,14,1,1
79,labor,seller,16,1,1
79,labor,seller,19,1,1
80,capital,seller,21,20,0.01
80,capital,seller,20,20,0.01
81,consumption,buyer,4,1,24.48
81,consumption,buyer,2,1,24.48
81,consumption,buyer,13,1,24.48
81,consumption,buyer,9,1,24.48
81,consumption,buyer,11,1,24.48
81,consumption,buyer,18,1,24.48
81,consumption,buyer,1,1,24.48
81,consumption,buyer,8,1,24.48
81,consumption,buyer,17,1,24.48
81,consumption,buyer,10,1,24.48
81,consumption,buyer,7,1,24.48
81,consumption,buyer,12,1,24.48
81,consumption,buyer,16,1,24.48
81,consumption,buyer,19,1,24.48
81,consumption,buyer,14,1,24.479999999999997
82,labor,seller,3,1,0
82,labor,seller,0,1,0
82,labor,seller,6,1,0
82,labor,seller,15,1,0
82,labor,seller,5,1,0
82,labor,seller,4,1,1
82,labor,seller,14,1,1
82,labor,seller,2,1,1
82,labor,seller,17,1,1
82,labor,seller,7,1,1
82,labor,seller,12,1,1
82,labor,seller,1,1,1
82,labor,seller,13,1,1
82,labor,seller,18,1,1
82,labor,seller,16,1,1
82,labor,seller,9,1,1
82,labor,seller,19,1,1
82,labor,seller,11,1,1
82,labor,seller,8,1,1
82,labor,seller,10,1,1
83,capital,seller,21,20,0.01
83,capital,seller,20,20,0.01
84,consumption,buyer,4,1,24.48
84,consumption,buyer,2,1,24.48
84,consumption,buyer,17,1,24.48
84,consumption,buyer,7,1,24.48
84,consumption,buyer,12,1,24.48
84,consumption,buyer,1,1,24.48
84,consumption,buyer,13,1,24.48
84,consumption,buyer,18,1,24.48
84,consumption,buyer,16,1,24.48
84,consumption,buyer,9,1,24.48
84,consumption,buyer,19,1,24.48
84,consumption,buyer,11,1,24.48
84,consumption,buyer,8,1,24.48
84,consumption,buyer,10,1,24.48
84,consumption,buyer,14,1,24.479999999999997
85,labor,seller,0,1,0
85,labor,seller,15,1,0
85,labor,seller,6,1,0
85,labor,seller,5,1,0
85,labor,seller,3,1,0
85,labor,seller,10,1,1
85,labor,seller,18,1,1
85,labor,seller,14,1,1
85,labor,seller,19,1,1
85,labor,seller,17,1,1
85,labor,seller,7,1,1
85,labor,seller,12,1,1
85,labor,seller,1,1,1
85,labor,seller,16,1,1
85,labor,seller,8,1,1
85,labor,seller,11,1,1
85,labor,seller,4,1,1
85,labor,seller,13,1,1
85,labor,seller,2,1,1
85,labor,seller,9,1,1
86,capital,seller,20,20,0.01
86,capital,seller,21,20,0.01
87,consumption,buyer,10,1,24.48
87,consumption,buyer,18,1,24.48
87,consumption,buyer,19,1,24.48
87,consumption,buyer,17,1,24.48
87,consumption,buyer,7,1,24.48
87,consumption,buyer,12,1,24.48
87,consumption,buyer,1,1,24.48
87,consumption,buyer,16,1,24.48
87,consumption,buyer,8,1,24.48
87,consumption,buyer,11,1,24.48
87,consumption,buyer,4,1,24.48
87,consumption,buyer,13,1,24.48
87,consumption,buyer,2,1,24.48
87,consumption,buyer,9,1,24.48
87,consumption,buyer,14,1,24.479999999999997
88,labor,seller,3,1,0
88,labor,seller,5,1,0
88,labor,seller,15,1,0
88,labor,seller,0,1,0
88,labor,seller,6,1,0
88,labor,seller,2,1,1
88,labor,seller,9,1,1
88,labor,seller,11,1,1
88,labor,seller,8,1,1
88,labor,seller,14,1,1
88,labor,seller,4,1,1
88,labor,seller,7,1,1
88,labor,seller,1,1,1
88,labor,seller,12,1,1
88,labor,seller,19,1,1
88,labor,seller,10,1,1
88,labor,seller,18,1,1
88,labor,seller,13,1,1
88,labor,seller,17,1,1
88,labor,seller,16,1,1
89,capital,seller,20,20,0.01
89,capital,seller,21,20,0.01
90,consumption,buyer,2,1,24.48
90,consumption,buyer,9,1,24.48
90,consumption,buyer,11,1,24.48
90,consumption,buyer,8,1,24.48
90,consumption,buyer,4,1,24.48
90,consumption,buyer,7,1,24.48
90,consumption,buyer,1,1,24.48
90,consumption,buyer,12,1,24.48
90,consumption,buyer,19,1,24.48
90,consumption,buyer,10,1,24.48
90,consumption,buyer,18,1,24.48
90,consumption,buyer,13,1,24.48
90,consumption,buyer,17,1,24.48
90,consumption,buyer,16,1,24.48
90,consumption,buyer,14,1,24.479999999999997
91,labor,seller,5,1,0
91,labor,seller,0,1,0
91,labor,seller,3,1,0
91,labor,seller,6,1,0
91,labor,seller,15,1,0
91,labor,seller,10,1,1
91,labor,seller,7,1,1
91,labor,seller,12,1,1
91,labor,seller,11,1,1
91,labor,seller,19,1,1
91,labor,seller,13,1,1
91,labor,seller,18,1,1
91,labor,seller,9,1,1
91,labor,seller,4,1,1
91,labor,seller,14,1,1
91,labor,seller,17,1,1
91,labor,seller,16,1,1
91,labor,seller,2,1,1
91,labor,seller,1,1,1
91,labor,seller,8,1,1
92,capital,seller,20,20,0.01
92,capital,seller,21,20,0.01
93,consumption,buyer,10,1,24.48
93,consumption,buyer,7,1,24.48
93,consumption,buyer,12,1,24.48
93,consumption,buyer,11,1,24.48
93,consumption,buyer,19,1,24.48
93,consumption,buyer,13,1,24.48
93,consumption,buyer,18,1,24.48
93,consumption,buyer,9,1,24.48
93,consumption,buyer,4,1,24.48
93,consumption,buyer,17,1,24.48
93,consumption,buyer,16,1,24.48
93,consumption,buyer,2,1,24.48
93,consumption,buyer,1,1,24.48
93,consumption,buyer,8,1,24.48
93,consumption,buyer,14,1,24.479999999999997
94,labor,seller,0,1,0
94,labor,seller,15,1,0
94,labor,seller,6,1,0
94,labor,seller,5,1,0
94,labor,seller,3,1,0
94,labor,seller,2,1,1
94,labor,seller,13,1,1
94,labor,seller,16,1,1
94,labor,seller,11,1,1
94,labor,seller,7,1,1
94,labor,seller,17,1,1
94,labor,seller,1,1,1
94,labor,seller,12,1,1
94,labor,seller,8,1,1
94,labor,seller,9,1,1
94,labor,seller,18,1,1
94,labor,seller,14,1,1
94,labor,seller,10,1,1
94,labor,seller,19,1,1
94,labor,seller,4,1,1
95,capital,seller,20,20,0.01
95,capital,seller,21,20,0.01
96,consumption,buyer,2,1,24.48
96,consumption,buyer,13,1,24.48
96,consumption,buyer,16,1,24.48
96,consumption,buyer,11,1,24.48
96,consumption,buyer,7,1,24.48
96,consumption,buyer,17,1,24.48
96,consumption,buyer,1,1,24.48
96,consumption,buyer,12,1,24.48
96,consumption,buyer,8,1,24.48
96,consumption,buyer,9,1,24.48
96,consumption,buyer,18,1,24.48
96,consumption,buyer,10,1,24.48
96,consumption,buyer,19,1,24.48
96,consumption,buyer,4,1,24.48
96,consumption,buyer,14,1,24.479999999999997
97,labor,seller,0,1,0
97,labor,seller,5,1,0
97,labor,seller,15,1,0
97,labor,seller,6,1,0
97,labor,seller,3,1,0
97,labor,seller,18,1,1
97,labor,seller,11,1,1
97,labor,seller,8,1,1
97,labor,seller,7,1,1
97,labor,seller,1,1,1
97,labor,seller,9,1,1
97,labor,seller,10,1,1
97,labor,seller,19,1,1
97,labor,seller,4,1,1
97,labor,seller,14,1,1
97,labor,seller,2,1,1
97,labor,seller,12,1,1
97,labor,seller,17,1,1
97,labor,seller,16,1,1
97,labor,seller,13,1,1
98,capital,seller,20,20,0.01
98,capital,seller,21,20,0.01
99,consumption,buyer,18,1,24.48
99,consumption,buyer,11,1,24.48
99,consumption,buyer,8,1,24.48
99,consumption,buyer,7,1,24.48
99,consumption,buyer,1,1,24.48
99,consumption,buyer,9,1,24.48
99,consumption,buyer,10,1,24.48
99,consumption,buyer,19,1,24.48
99,consumption,buyer,4,1,24.48
99,consumption,buyer,2,1,24.48
99,consumption,buyer,12,1,24.48
99,consumption,buyer,17,1,24.48
99,consumption,buyer,16,1,24.48
99,consumption,buyer,13,1,24.48
99,consumption,buyer,14,1,24.479999999999997
100,labor,seller,5,1,0
100,labor,seller,15,1,0
100,labor,seller,3,1,0
100,labor,seller,0,1,0
100,labor,seller,6,1,0
100,labor,seller,12,1,1
100,labor,seller,2,1,1
100,labor,seller,10,1,1
100,labor,seller,17,1,1
100,labor,seller,4,1,1
100,labor,seller,1,1,1
100,labor,seller,7,1,1
100,labor,seller,14,1,1
100,labor,seller,16,1,1
100,labor,seller,18,1,1
100,labor,seller,8,1,1
100,labor,seller,9,1,1
100,labor,seller,13,1,1
100,labor,seller,11,1,1
100,labor,seller,19,1,1
101,capital,seller,20,20,0.01
101,capital,seller,21,20,0.01
102,consumption,buyer,12,1,24.48
102,consumption,buyer,2,1,24.48
102,consumption,buyer,10,1,24.48
102,consumption,buyer,17,1,24.48
102,consumption,buyer,4,1,24.48
102,consumption,buyer,1,1,24.48
102,consumption,buyer,7,1,24.48
102,consumption,buyer,16,1,24.48
102,consumption,buyer,18,1,24.48
102,consumption,buyer,8,1,24.48
102,consumption,buyer,9,1,24.48
102,consumption,buyer,13,1,24.48
102,consumption,buyer,11,1,24.48
102,consumption,buyer,19,1,24.48
102,consumption,buyer,14,1,24.479999999999997
103,labor,seller,0,1,0
103,labor,seller,3,1,0
103,labor,seller,15,1,0
103,labor,seller,6,1,0
103,labor,seller,5,1,0
103,labor,seller,19,1,1
103,labor,seller,12,1,1
103,labor,seller,18,1,1
103,labor,seller,13,1,1
103,labor,seller,16,1,1
103,labor,seller,14,1,1
103,labor,seller,9,1,1
103,labor,seller,4,1,1
103,labor,seller,7,1,1
103,labor,seller,8,1,1
103,labor,seller,10,1,1
103,labor,seller,11,1,1
103,labor,seller,2,1,1
103,labor,seller,17,1,1
103,labor,seller,1,1,1
104,capital,seller,20,20,0.01
104,capital,seller,21,20,0.01
105,consumption,buyer,19,1,24.48
105,consumption,buyer,12,1,24.48
105,consumption,buyer,18,1,24.48
105,consumption,buyer,13,1,24.48
105,consumption,buyer,16,1,24.48
105,consumption,buyer,9,1,24.48
105,consumption,buyer,4,1,24.48
105,consumption,buyer,7,1,24.48
105,consumption,buyer,8,1,24.48
105,consumption,buyer,10,1,24.48
105,consumption,buyer,11,1,24.48
105,consumption,buyer,2,1,24.48
105,consumption,buyer,17,1,24.48
105,consumption,buyer,1,1,24.48
105,consumption,buyer,14,1,24.479999999999997
106,labor,seller,6,1,0
106,labor,seller,0,1,0
106,labor,seller,3,1,0
106,labor,seller,5,1,0
106,labor,seller,15,1,0
106,labor,seller,2,1,1
106,labor,seller,10,1,1
106,labor,seller,1,1,1
106,labor,seller,14,1,1
106,labor,seller,8,1,1
106,labor,seller,19,1,1
106,labor,seller,17,1,1
106,labor,seller,16,1,1
106,labor,seller,9,1,1
106,labor,seller,13,1,1
106,labor,seller,12,1,1
106,labor,seller,4,1,1
106,labor,seller,18,1,1
106,labor,seller,11,1,1
106,labor,seller,7,1,1
107,capital,seller,20,20,0.01
107,capital,seller,21,20,0.01
108,consumption,buyer,2,1,24.48
108,consumption,buyer,10,1,24.48
108,consumption,buyer,1,1,24.48
108,consumption,buyer,8,1,24.48
108,consumption,buyer,19,1,24.48
108,consumption,buyer,17,1,24.48
108,consumption,buyer,16,1,24.48
108,consumption,buyer,9,1,24.48
108,consumption,buyer,13,1,24.48
108,consumption,buyer,12,1,24.48
108,consumption,buyer,4,1,24.48
108,consumption,buyer,18,1,24.48
108,consumption,buyer,11,1,24.48
108,consumption,buyer,7,1,24.48
108,consumption,buyer,14,1,24.479999999999997
109,labor,seller,5,1,0
109,labor,seller,0,1,0
109,labor,seller,15,1,0
109,labor,seller,6,1,0
109,labor,seller,3,1,0
109,labor,seller,19,1,1
109,labor,seller,16,1,1
109,labor,seller,1,1,1
109,labor,seller,11,1,1
109,labor,seller,4,1,1
109,labor,seller,8,1,1
109,labor,seller,17,1,1
109,labor,seller,14,1,1
109,labor,seller,18,1,1
109,labor,seller,2,1,1
109,labor,seller,10,1,1
109,labor,seller,13,1,1
109,labor,seller,9,1,1
109,labor,seller,12,1,1
109,labor,seller,7,1,1
110,capital,seller,21,20,0.01
110,capital,seller,20,20,0.01
111,consumption,buyer,19,1,24.48
111,consumption,buyer,16,1,24.48
111,consumption,buyer,1,1,24.48
111,consumption,buyer,11,1,24.48
111,consumption,buyer,4,1,24.48
111,consumption,buyer,8,1,24.48
111,consumption,buyer,17,1,24.48
111,consumption,buyer,18,1,24.48
111,consumption,buyer,2,1,24.48
111,consumption,buyer,10,1,24.48
111,consumption,buyer,13,1,24.48
111,consumption,buyer,9,1,24.48
111,consumption,buyer,12,1,24.48
111,consumption,buyer,7,1,24.48
111,consumption,buyer,14,1,24.479999999999997
112,labor,seller,5,1,0
112,labor,seller,3,1,0
112,labor,seller,0,1,0
112,labor,seller,6,1,0
112,labor,seller,15,1,0
112,labor,seller,9,1,1
112,labor,seller,2,1,1
112,labor,seller,1,1,1
112,labor,seller,19,1,1
112,labor,seller,10,1,1
112,labor,seller,16,1,1
112,labor,seller,14,1,1
112,labor,seller,12,1,1
112,labor,seller,7,1,1
112,labor,seller,4,1,1
112,labor,seller,17,1,1
112,labor,seller,13,1,1
112,labor,seller,8,1,1
112,labor,seller,11,1,1
112,labor,seller,18,1,1
113,capital,seller,20,20,0.01
113,capital,seller,21,20,0.01
114,consumption,buyer,9,1,24.48
114,consumption,buyer,2,1,24.48
114,consumption,buyer,1,1,24.48
114,consumption,buyer,19,1,24.48
114,consumption,buyer,10,1,24.48
114,consumption,buyer,16,1,24.48
114,consumption,buyer,12,1,24.48
114,consumption,buyer,7,1,24.48
114,consumption,buyer,4,1,24.48
114,consumption,buyer,17,1,24.48
114,consumption,buyer,13,1,24.48
114,consumption,buyer,8,1,24.48
114,consumption,buyer,11,1,24.48
114,consumption,buyer,18,1,24.48
114,consumption,buyer,14,1,24.479999999999997
115,labor,seller,3,1,0
115,labor,seller,5,1,0
115,labor,seller,0,1,0
115,labor,seller,6,1,0
115,labor,seller,15,1,0
115,labor,seller,19,1,1
115,labor,seller,13,1,1
115,labor,seller,12,1,1
115,labor,seller,2,1,1
115,labor,seller,9,1,1
115,labor,seller,10,1,1
115,labor,seller,1,1,1
115,labor,seller,7,1,1
115,labor,seller,11,1,1
115,labor,seller,8,1,1
115,labor,seller,16,1,1
115,labor,seller,4,1,1
115,labor,seller,17,1,1
115,labor,seller,14,1,1
115,labor,seller,18,1,1
116,capital,seller,20,20,0.01
116,capital,seller,21,20,0.01
117,consumption,buyer,19,1,24.48
117,consumption,buyer,13,1,24.48
117,consumption,buyer,12,1,24.48
117,consumption,buyer,2,1,24.48
117,consumption,buyer,9,1,24.48
117,consumption,buyer,10,1,24.48
117,consumption,buyer,1,1,24.48
117,consumption,buyer,7,1,24.48
117,consumption,buyer,11,1,24.48
117,consumption,buyer,8,1,24.48
117,consumption,buyer,16,1,24.48
117,consumption,buyer,4,1,24.48
117,consumption,buyer,17,1,24.48
117,consumption,buyer,18,1,24.48
117,consumption,buyer,14,1,24.479999999999997
118,labor,seller,6,1,0
118,labor,seller,15,1,0
118,labor,seller,5,1,0
118,labor,seller,3,1,0
118,labor,seller,0,1,0
118,labor,seller,18,1,1
118,labor,seller,11,1,1
118,labor,seller,14,1,1
118,labor,seller,19,1,1
118,labor,seller,13,1,1
118,labor,seller,9,1,1
118,labor,seller,7,1,1
118,labor,seller,10,1,1
118,labor,seller,2,1,1
118,labor,seller,1,1,1
118,labor,seller,4,1,1
118,labor,seller,17,1,1
118,labor,seller,12,1,1
118,labor,seller,16,1,1
118,labor,seller,8,1,1
119,capital,seller,20,20,0.01
119,capital,seller,21,20,0.01
120,consumption,buyer,18,1,24.48
120,consumption,buyer,11,1,24.48
120,consumption,buyer,19,1,24.48
120,consumption,buyer,13,1,24.48
120,consumption,buyer,9,1,24.48
120,consumption,buyer,7,1,24.48
120,consumption,buyer,10,1,24.48
120,consumption,buyer,2,1,24.48
120,consumption,buyer,1,1,24.48
120,consumption,buyer,4,1,24.48
120,consumption,buyer,17,1,24.48
120,consumption,buyer,12,1,24.48
120,consumption,buyer,16,1,24.48
120,consumption,buyer,8,1,24.48
120,consumption,buyer,14,1,24.479999999999997
121,labor,seller,5,1,0
121,labor,seller,6,1,0
121,labor,seller,3,1,0
121,labor,seller,0,1,0
121,labor,seller,15,1,0
121,labor,seller,17,1,1
121,labor,seller,13,1,1
121,labor,seller,18,1,1
121,labor,seller,8,1,1
121,labor,seller,1,1,1
121,labor,seller,12,1,1
121,labor,seller,2,1,1
121,labor,seller,11,1,1
121,labor,seller,16,1,1
121,labor,seller,10,1,1
121,labor,seller,9,1,1
121,labor,seller,19,1,1
121,labor,seller,7,1,1
121,labor,seller,4,1,1
121,labor,seller,14,1,1
122,capital,seller,20,20,0.01
122,capital,seller,21,20,0.01
123,consumption,buyer,17,1,24.48
123,consumption,buyer,13,1,24.48
123,consumption,buyer,18,1,24.48
123,consumption,buyer,8,1,24.48
123,consumption,buyer,1,1,24.48
123,consumption,buyer,12,1,24.48
123,consumption,buyer,2,1,24.48
123,consumption,buyer,11,1,24.48
123,consumption,buyer,16,1,24.48
123,consumption,buyer,10,1,24.48
123,consumption,buyer,9,1,24.48
123,consumption,buyer,19,1,24.48
123,consumption,buyer,7,1,24.48
123,consumption,buyer,4,1,24.48
123,consumption,buyer,14,1,24.479999999999997
124,labor,seller,5,1,0
124,labor,seller,15,1,0
124,labor,seller,0,1,0
124,labor,seller,3,1,0
124,labor,seller,6,1,0
124,labor,seller,12,1,1
124,labor,seller,9,1,1
124,labor,seller,2,1,1
124,labor,seller,19,1,1
124,labor,seller,13,1,1
124,labor,seller,8,1,1
124,labor,seller,7,1,1
124,labor,seller,4,1,1
124,labor,seller,17,1,1
124,labor,seller,14,1,1
124,labor,seller,18,1,1
124,labor,seller,11,1,1
124,labor,seller,16,1,1
124,labor,seller,10,1,1
124,labor,seller,1,1,1
125,capital,seller,20,20,0.01
125,capital,seller,21,20,0.01
126,consumption,buyer,12,1,24.48
126,consumption,buyer,9,1,24.48
126,consumption,buyer,2,1,24.48
126,consumption,buyer,19,1,24.48
126,consumption,buyer,13,1,24.48
126,consumption,buyer,8,1,24.48
126,consumption,buyer,7,1,24.48
126,consumption,buyer,4,1,24.48
126,consumption,buyer,17,1,24.48
126,consumption,buyer,18,1,24.48
126,consumption,buyer,11,1,24.48
126,consumption,buyer,16,1,24.48
126,consumption,buyer,10,1,24.48
126,consumption,buyer,1,1,24.48
126,consumption,buyer,14,1,24.479999999999997
127,labor,seller,15,1,0
127,labor,seller,6,1,0
127,labor,seller,0,1,0
127,labor,seller,5,1,0
127,labor,seller,3,1,0
127,labor,seller,9,1,1
127,labor,seller,17,1,1
127,labor,seller,13,1,1
127,labor,seller,7,1,1
127,labor,seller,8,1,1
127,labor,seller,18,1,1
127,labor,seller,1,1,1
127,labor,seller,11,1,1
127,labor,seller,2,1,1
127,labor,seller,10,1,1
127,labor,seller,16,1,1
127,labor,seller,14,1,1
127,labor,seller,12,1,1
127,labor,seller,4,1,1
127,labor,seller,19,1,1
128,capital,seller,21,20,0.01
128,capital,seller,20,20,0.01
129,consumption,buyer,9,1,24.48
129,consumption,buyer,17,1,24.48
129,consumption,buyer,13,1,24.48
129,consumption,buyer,7,1,24.48
129,consumption,buyer,8,1,24.48
129,consumption,buyer,18,1,24.48
129,consumption,buyer,1,1,24.48
129,consumption,buyer,11,1,24.48
129,consumption,buyer,2,1,24.48
129,consumption,buyer,10,1,24.48
129,consumption,buyer,16,1,24.48
129,consumption,buyer,12,1,24.48
129,consumption,buyer,4,1,24.48
129,consumption,buyer,19,1,24.48
129,consumption,buyer,14,1,24.479999999999997
130,labor,seller,3,1,0
130,labor,seller,6,1,0
130,labor,seller,0,1,0
130,labor,seller,5,1,0
130,labor,seller,15,1,0
130,labor,seller,18,1,1
130,labor,seller,19,1,1
130,labor,seller,2,1,1
130,labor,seller,12,1,1
130,labor,seller,1,1,1
130,labor,seller,14,1,1
130,labor,seller,13,1,1
130,labor,seller,4,1,1
130,labor,seller,10,1,1
130,labor,seller,11,1,1
130,labor,seller,16,1,1
130,labor,seller,17,1,1
130,labor,seller,7,1,1
130,labor,seller,8,1,1
130,labor,seller,9,1,1
131,capital,seller,21,20,0.01
131,capital,seller,20,20,0.01
132,consumption,buyer,18,1,24.48
132,consumption,buyer,19,1,24.48
132,consumption,buyer,2,1,24.48
132,consumption,buyer,12,1,24.48
132,consumption,buyer,1,1,24.48
132,consumption,buyer,13,1,24.48
132,consumption,buyer,4,1,24.48
132,consumption,buyer,10,1,24.48
132,consumption,buyer,11,1,24.48
132,consumption,buyer,16,1,24.48
132,consumption,buyer,17,1,24.48
132,consumption,buyer,7,1,24.48
132,consumption,buyer,8,1,24.48
132,consumption,buyer,9,1,24.48
132,consumption,buyer,14,1,24.479999999999997
133,labor,seller,6,1,0
133,labor,seller,3,1,0
133,labor,seller,5,1,0
133,labor,seller,0,1,0
133,labor,seller,15,1,0
133,labor,seller,8,1,1
133,labor,seller,17,1,1
133,labor,seller,7,1,1
133,labor,seller,14,1,1
133,labor,seller,18,1,1
133,labor,seller,4,1,1
133,labor,seller,13,1,1
133,labor,seller,2,1,1
133,labor,seller,1,1,1
133,labor,seller,12,1,1
133,labor,seller,11,1,1
133,labor,seller,9,1,1
133,labor,seller,10,1,1
133,labor,seller,19,1,1
133,labor,seller,16,1,1
134,capital,seller,20,20,0.01
134,capital,seller,21,20,0.01
135,consumption,buyer,8,1,24.48
135,consumption,buyer,17,1,24.48
135,consumption,buyer,7,1,24.48
135,consumption,buyer,18,1,24.48
135,consumption,buyer,4,1,24.48
135,consumption,buyer,13,1,24.48
135,consumption,buyer,2,1,24.48
135,consumption,buyer,1,1,24.48
135,consumption,buyer,12,1,24.48
135,consumption,buyer,11,1,24.48
135,consumption,buyer,9,1,24.48
135,consumption,buyer,10,1,24.48
135,consumption,buyer,19,1,24.48
135,consumption,buyer,16,1,24.48
135,consumption,buyer,14,1,24.479999999999997
136,labor,seller,0,1,0
136,labor,seller,15,1,0
136,labor,seller,5,1,0
136,labor,seller,6,1,0
136,labor,seller,3,1,0
136,labor,seller,16,1,1
136,labor,seller,2,1,1
136,labor,seller,7,1,1
136,labor,seller,10,1,1
136,labor,seller,11,1,1
136,labor,seller,12,1,1
136,labor,seller,4,1,1
136,labor,seller,14,1,1
136,labor,seller,19,1,1
136,labor,seller,17,1,1
136,labor,seller,1,1,1
136,labor,seller,9,1,1
136,labor,seller,8,1,1
136,labor,seller,18,1,1
136,labor,seller,13,1,1
137,capital,seller,21,20,0.01
137,capital,seller,20,20,0.01
138,consumption,buyer,16,1,24.48
138,consumption,buyer,2,1,24.48
138,consumption,buyer,7,1,24.48
138,consumption,buyer,10,1,24.48
138,consumption,buyer,11,1,24.48
138,consumption,buyer,12,1,24.48
138,consumption,buyer,4,1,24.48
138,consumption,buyer,19,1,24.48
138,consumption,buyer,17,1,24.48
138,consumption,buyer,1,1,24.48
138,consumption,buyer,9,1,24.48
138,consumption,buyer,8,1,24.48
138,consumption,buyer,18,1,24.48
138,consumption,buyer,13,1,24.48
138,consumption,buyer,14,1,24.479999999999997
139,labor,seller,15,1,0
139,labor,seller,3,1,0
139,labor,seller,6,1,0
139,labor,seller,5,1,0
139,labor,seller,0,1,0
139,labor,seller,10,1,1
139,labor,seller,16,1,1
139,labor,seller,7,1,1
139,labor,seller,18,1,1
139,labor,seller,17,1,1
139,labor,seller,14,1,1
139,labor,seller,9,1,1
139,labor,seller,4,1,1
139,labor,seller,1,1,1
139,labor,seller,12,1,1
139,labor,seller,11,1,1
139,labor,seller,2,1,1
139,labor,seller,8,1,1
139,labor,seller,13,1,1
139,labor,seller,19,1,1
140,capital,seller,21,20,0.01
140,capital,seller,20,20,0.01
141,consumption,buyer,10,1,24.48
141,consumption,buyer,16,1,24.48
141,consumption,buyer,7,1,24.48
141,consumption,buyer,18,1,24.48
141,consumption,buyer,17,1,24.48
141,consumption,buyer,9,1,24.48
141,consumption,buyer,4,1,24.48
141,consumption,buyer,1,1,24.48
141,consumption,buyer,12,1,24.48
141,consumption,buyer,11,1,24.48
141,consumption,buyer,2,1,24.48
141,consumption,buyer,8,1,24.48
141,consumption,buyer,13,1,24.48
141,consumption,buyer,19,1,24.48
141,consumption,buyer,14,1,24.479999999999997
142,labor,seller,6,1,0
142,labor,seller,15,1,0
142,labor,seller,5,1,0
142,labor,seller,0,1,0
142,labor,seller,3,1,0
142,labor,seller,7,1,1
142,labor,seller,13,1,1
142,labor,seller,1,1,1
142,labor,seller,12,1,1
142,labor,seller,8,1,1
142,labor,seller,11,1,1
142,labor,seller,14,1,1
142,labor,seller,19,1,1
142,labor,seller,18,1,1
142,labor,seller,16,1,1
142,labor,seller,17,1,1
142,labor,seller,10,1,1
142,labor,seller,4,1,1
142,labor,seller,9,1,1
142,labor,seller,2,1,1
143,capital,seller,20,20,0.01
143,capital,seller,21,20,0.01
144,consumption,buyer,7,1,24.48
144,consumption,buyer,13,1,24.48
144,consumption,buyer,1,1,24.48
144,consumption,buyer,12,1,24.48
144,consumption,buyer,8,1,24.48
144,consumption,buyer,11,1,24.48
144,consumption,buyer,19,1,24.48
144,consumption,buyer,18,1,24.48
144,consumption,buyer,16,1,24.48
144,consumption,buyer,17,1,24.48
144,consumption,buyer,10,1,24.48
144,consumption,buyer,4,1,24.48
144,consumption,buyer,9,1,24.48
144,consumption,buyer,2,1,24.48
144,consumption,buyer,14,1,24.479999999999997
145,labor,seller,5,1,0
